ResidenceZipCode	PartyName	VBMReturnStatus	VBMReturnChallenge	ChallengeDiscription
94949	No Party Preference	Void		The ballot has been voided
94901	We the People Party of California	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94941	American Independent	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Libertarian	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94941	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94949	Other	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94945	Peace and Freedom	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94930	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94957	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94963	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94963	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94925	Peace and Freedom	Void		The ballot has been voided
94947	Other	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94939	American Independent	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94925	No Party Preference	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94941	Green	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94925	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94938	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94949	Libertarian	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94904	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94933	Republican	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94937	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94901	American Independent	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94937	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94904	American Independent	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94903	Peace and Freedom	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94904	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94949	American Independent	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94957	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94957	Democratic	Void		The ballot has been voided
94957	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94941	American Independent	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94920	Peace and Freedom	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94929	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94957	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94904	No Party Preference	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94952	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94904	American Independent	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94957	American Independent	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94920	No Party Preference	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94924	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94973	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94960	Peace and Freedom	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94933	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Independent California Party	Void		The ballot has been voided
94920	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94930	American Independent	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94920	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94925	Green	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94946	Republican	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94947	Libertarian	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94963	Democratic	Void		The ballot has been voided
94973	No Party Preference	Void		The ballot has been voided
94941	Libertarian	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94960	Other	Void		The ballot has been voided
94947	Green	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94965	We the People Party of California	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94930	Libertarian	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94938	No Party Preference	Void		The ballot has been voided
94925	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94937	No Party Preference	Void		The ballot has been voided
94939	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94939	Republican	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94947	Libertarian	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94901	American Independent	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94963	No Party Preference	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94945	Libertarian	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94949	American Independent	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94930	Other	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94933	Republican	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94901	American Independent	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94939	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94956	No Party Preference	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94901	Libertarian	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94947	Other	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94903	We the People Party of California	Void		The ballot has been voided
94903	American Independent	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94963	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94963	Libertarian	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
